dataset,period_id,edge_idx,fallback_rate_cents_per_m,dt_sec,odo_delta_m,cell_idx,zone_id,zone_rate_cents_per_m,exact_fee_cents,fallback_fee_cents,fallback_charged_distance_m,speed_bound_slack_m,honest_outage,strategic_declared_outage
rome,rome:60:275-0-s376:p0,15,4,60,34,202,120,12,408,7920,1980,1946,False,False
rome,rome:60:275-0-s376:p0,16,4,62,28,202,120,12,336,8184,2046,2018,True,False
rome,rome:60:275-0-s376:p0,17,4,58,33,202,120,12,396,7656,1914,1881,False,False
rome,rome:60:275-0-s376:p0,18,4,59,33,202,120,12,396,7788,1947,1914,False,False
rome,rome:60:275-0-s376:p0,19,4,61,37,202,120,12,444,8052,2013,1976,True,False
rome,rome:60:275-0-s376:p0,20,4,59,18,202,120,12,216,7788,1947,1929,False,False
rome,rome:60:275-0-s376:p0,21,4,62,13,202,120,12,156,8184,2046,2033,True,False
rome,rome:60:275-0-s376:p0,22,4,58,36,202,120,12,432,7656,1914,1878,False,False
rome,rome:60:275-0-s376:p0,23,4,60,274,203,120,12,3288,7920,1980,1706,False,False
rome,rome:60:289-0-s12:p0,0,4,49,345,306,120,12,4140,6468,1617,1272,False,False
rome,rome:60:289-0-s12:p0,1,4,67,69,203,120,12,828,8844,2211,2142,True,False
rome,rome:60:289-0-s12:p0,2,4,60,32,202,120,12,384,7920,1980,1948,False,False
rome,rome:60:289-0-s12:p0,3,4,62,0,202,120,12,0,8184,2046,2046,True,False
rome,rome:60:289-0-s12:p0,4,4,59,0,202,120,12,0,7788,1947,1947,False,False
rome,rome:60:289-0-s12:p0,5,4,60,0,202,120,12,0,7920,1980,1980,False,False
rome,rome:60:289-0-s12:p0,6,4,60,10,202,120,12,120,7920,1980,1970,False,False
rome,rome:60:289-0-s12:p0,7,4,60,35,202,120,12,420,7920,1980,1945,False,False
rome,rome:60:289-0-s12:p0,8,4,60,47,202,120,12,564,7920,1980,1933,False,False
rome,rome:60:289-0-s12:p0,9,4,61,26,202,120,12,312,8052,2013,1987,True,False
rome,rome:60:289-0-s12:p0,10,4,58,19,202,120,12,228,7656,1914,1895,False,False
rome,rome:60:289-0-s12:p0,11,4,62,13,202,120,12,156,8184,2046,2033,True,False
rome,rome:60:289-0-s12:p0,12,4,59,26,202,120,12,312,7788,1947,1921,False,False
rome,rome:60:289-0-s12:p0,13,4,60,31,202,120,12,372,7920,1980,1949,False,False
rome,rome:60:289-0-s12:p0,14,4,59,34,202,120,12,408,7788,1947,1913,False,False
rome,rome:60:289-0-s12:p0,15,4,61,20,202,120,12,240,8052,2013,1993,True,False
rome,rome:60:289-0-s12:p0,16,4,60,10,202,120,12,120,7920,1980,1970,False,False
rome,rome:60:289-0-s12:p0,17,4,55,22,202,120,12,264,7260,1815,1793,False,False
rome,rome:60:289-0-s12:p0,18,4,60,22,202,120,12,264,7920,1980,1958,False,False
rome,rome:60:289-0-s12:p0,19,4,61,20,202,120,12,240,8052,2013,1993,True,False
rome,rome:60:289-0-s12:p0,20,4,60,31,202,120,12,372,7920,1980,1949,False,False
rome,rome:60:289-0-s12:p0,21,4,59,35,202,120,12,420,7788,1947,1912,False,False
rome,rome:60:289-0-s12:p0,22,4,60,21,202,120,12,252,7920,1980,1959,False,False
rome,rome:60:289-0-s12:p0,23,4,61,22,202,120,12,264,8052,2013,1991,True,False
rome,rome:60:289-0-s30:p0,0,4,58,94,201,120,12,1128,7656,1914,1820,False,False
rome,rome:60:289-0-s30:p0,1,4,59,0,202,120,12,0,7788,1947,1947,False,False
rome,rome:60:289-0-s30:p0,2,4,61,10,202,120,12,120,8052,2013,2003,True,False
rome,rome:60:289-0-s30:p0,3,4,60,0,202,120,12,0,7920,1980,1980,False,False
rome,rome:60:289-0-s30:p0,4,4,60,9,202,120,12,108,7920,1980,1971,False,False
rome,rome:60:289-0-s30:p0,5,4,60,28,202,120,12,336,7920,1980,1952,False,False
rome,rome:60:289-0-s30:p0,6,4,61,15,202,120,12,180,8052,2013,1998,True,False
rome,rome:60:289-0-s30:p0,7,4,59,10,202,120,12,120,7788,1947,1937,False,False
rome,rome:60:289-0-s30:p0,8,4,61,12,202,120,12,144,8052,2013,2001,True,False
rome,rome:60:289-0-s30:p0,9,4,59,23,202,120,12,276,7788,1947,1924,False,False
rome,rome:60:289-0-s30:p0,10,4,61,11,202,120,12,132,8052,2013,2002,True,False
rome,rome:60:289-0-s30:p0,11,4,59,17,202,120,12,204,7788,1947,1930,False,False
rome,rome:60:289-0-s30:p0,12,4,60,9,202,120,12,108,7920,1980,1971,False,False
rome,rome:60:289-0-s30:p0,13,4,61,13,202,120,12,156,8052,2013,2000,True,False
rome,rome:60:289-0-s30:p0,14,4,59,12,202,120,12,144,7788,1947,1935,False,False
rome,rome:60:289-0-s30:p0,15,4,59,21,202,120,12,252,7788,1947,1926,False,False
rome,rome:60:289-0-s30:p0,16,4,61,14,202,120,12,168,8052,2013,1999,True,False
rome,rome:60:289-0-s30:p0,17,4,60,25,202,120,12,300,7920,1980,1955,False,False
rome,rome:60:289-0-s30:p0,18,4,60,19,202,120,12,228,7920,1980,1961,False,False
rome,rome:60:289-0-s30:p0,19,4,61,18,202,120,12,216,8052,2013,1995,True,False
rome,rome:60:289-0-s30:p0,20,4,59,29,202,120,12,348,7788,1947,1918,False,False
rome,rome:60:289-0-s30:p0,21,4,61,18,202,120,12,216,8052,2013,1995,True,False
rome,rome:60:289-0-s30:p0,22,4,58,17,202,120,12,204,7656,1914,1897,False,False
rome,rome:60:289-0-s30:p0,23,4,61,16,202,120,12,192,8052,2013,1997,True,False
rome,rome:60:289-0-s77:p0,0,4,59,118,107,120,12,1416,7788,1947,1829,False,False
rome,rome:60:289-0-s77:p0,1,4,61,27,106,120,12,324,8052,2013,1986,True,False
rome,rome:60:289-0-s77:p0,2,4,59,0,6,120,12,0,7788,1947,1947,False,False
rome,rome:60:289-0-s77:p0,3,4,60,0,6,120,12,0,7920,1980,1980,False,False
rome,rome:60:289-0-s77:p0,4,4,60,0,6,120,12,0,7920,1980,1980,False,False
rome,rome:60:289-0-s77:p0,5,4,60,13,6,120,12,156,7920,1980,1967,False,False
rome,rome:60:289-0-s77:p0,6,4,61,28,6,120,12,336,8052,2013,1985,True,False
rome,rome:60:289-0-s77:p0,7,4,59,26,6,120,12,312,7788,1947,1921,False,False
rome,rome:60:289-0-s77:p0,8,4,61,16,6,120,12,192,8052,2013,1997,True,False
rome,rome:60:289-0-s77:p0,9,4,59,14,6,120,12,168,7788,1947,1933,False,False
rome,rome:60:289-0-s77:p0,10,4,61,16,6,120,12,192,8052,2013,1997,True,False
rome,rome:60:289-0-s77:p0,11,4,59,13,6,120,12,156,7788,1947,1934,False,False
rome,rome:60:289-0-s77:p0,12,4,62,11,6,120,12,132,8184,2046,2035,True,False
rome,rome:60:289-0-s77:p0,13,4,58,46,6,120,12,552,7656,1914,1868,False,False
rome,rome:60:289-0-s77:p0,14,4,60,328,6,120,12,3936,7920,1980,1652,False,False
rome,rome:60:289-0-s77:p0,15,4,56,467,307,120,12,5604,7392,1848,1381,False,False
rome,rome:60:289-0-s77:p0,16,4,64,24,202,120,12,288,8448,2112,2088,True,False
rome,rome:60:289-0-s77:p0,17,4,61,0,202,120,12,0,8052,2013,2013,True,False
rome,rome:60:289-0-s77:p0,18,4,59,0,202,120,12,0,7788,1947,1947,False,False
rome,rome:60:289-0-s77:p0,19,4,60,0,202,120,12,0,7920,1980,1980,False,False
rome,rome:60:289-0-s77:p0,20,4,60,8,202,120,12,96,7920,1980,1972,False,False
rome,rome:60:289-0-s77:p0,21,4,60,21,202,120,12,252,7920,1980,1959,False,False
rome,rome:60:289-0-s77:p0,22,4,60,9,202,120,12,108,7920,1980,1971,False,False
rome,rome:60:289-0-s77:p0,23,4,60,22,202,120,12,264,7920,1980,1958,False,False
rome,rome:60:289-0-s94:p0,0,4,61,67,300,120,12,804,8052,2013,1946,True,False
rome,rome:60:289-0-s94:p0,1,4,59,282,201,120,12,3384,7788,1947,1665,False,False
rome,rome:60:289-0-s94:p0,2,4,60,0,102,120,12,0,7920,1980,1980,False,False
rome,rome:60:289-0-s94:p0,3,4,60,0,102,120,12,0,7920,1980,1980,False,False
rome,rome:60:289-0-s94:p0,4,4,60,0,102,120,12,0,7920,1980,1980,False,False
rome,rome:60:289-0-s94:p0,5,4,61,0,102,120,12,0,8052,2013,2013,True,False
rome,rome:60:289-0-s94:p0,6,4,59,353,102,120,12,4236,7788,1947,1594,False,False
rome,rome:60:289-0-s94:p0,7,4,60,38,106,120,12,456,7920,1980,1942,False,False
rome,rome:60:289-0-s94:p0,8,4,60,0,6,120,12,0,7920,1980,1980,False,False
rome,rome:60:289-0-s94:p0,9,4,61,0,6,120,12,0,8052,2013,2013,True,False
rome,rome:60:289-0-s94:p0,10,4,59,0,6,120,12,0,7788,1947,1947,False,False
rome,rome:60:289-0-s94:p0,11,4,62,2,6,120,12,24,8184,2046,2044,True,False
rome,rome:60:289-0-s94:p0,12,4,58,28,6,120,12,336,7656,1914,1886,False,False
rome,rome:60:289-0-s94:p0,13,4,61,25,6,120,12,300,8052,2013,1988,True,False
rome,rome:60:289-0-s94:p0,14,4,59,15,6,120,12,180,7788,1947,1932,False,False
rome,rome:60:289-0-s94:p0,15,4,61,196,6,120,12,2352,8052,2013,1817,True,False
rome,rome:60:289-0-s94:p0,16,4,60,218,107,120,12,2616,7920,1980,1762,False,False
rome,rome:60:289-0-s94:p0,17,4,59,448,306,120,12,5376,7788,1947,1499,False,False
rome,rome:60:289-0-s94:p0,18,4,60,0,202,120,12,0,7920,1980,1980,False,False
rome,rome:60:289-0-s94:p0,19,4,60,0,202,120,12,0,7920,1980,1980,False,False
rome,rome:60:289-0-s94:p0,20,4,61,0,202,120,12,0,8052,2013,2013,True,False
rome,rome:60:289-0-s94:p0,21,4,59,0,202,120,12,0,7788,1947,1947,False,False
rome,rome:60:289-0-s94:p0,22,4,60,8,202,120,12,96,7920,1980,1972,False,False
rome,rome:60:289-0-s94:p0,23,4,60,1,202,120,12,12,7920,1980,1979,False,False
rome,rome:60:290-0-s103:p0,0,4,60,472,7,100,10,4720,7920,1980,1508,False,False
rome,rome:60:290-0-s103:p0,1,4,60,315,506,120,12,3780,7920,1980,1665,False,False
rome,rome:60:290-0-s103:p0,2,4,60,480,805,120,12,5760,7920,1980,1500,False,False
rome,rome:60:290-0-s103:p0,3,4,60,397,1010,120,12,4764,7920,1980,1583,False,False
rome,rome:60:290-0-s103:p0,4,4,60,41,1308,120,12,492,7920,1980,1939,False,False
rome,rome:60:290-0-s103:p0,5,4,60,0,1308,120,12,0,7920,1980,1980,False,False
rome,rome:60:290-0-s103:p0,6,4,60,0,1308,120,12,0,7920,1980,1980,False,False
rome,rome:60:290-0-s103:p0,7,4,61,0,1308,120,12,0,8052,2013,2013,True,False
rome,rome:60:290-0-s103:p0,8,4,59,5,1308,120,12,60,7788,1947,1942,False,False
rome,rome:60:290-0-s103:p0,9,4,61,0,1308,120,12,0,8052,2013,2013,True,False
rome,rome:60:290-0-s103:p0,10,4,59,21,1308,120,12,252,7788,1947,1926,False,False
rome,rome:60:290-0-s103:p0,11,4,60,19,1308,120,12,228,7920,1980,1961,False,False
rome,rome:60:290-0-s103:p0,12,4,60,25,1308,120,12,300,7920,1980,1955,False,False
rome,rome:60:290-0-s103:p0,13,4,60,26,1308,120,12,312,7920,1980,1954,False,False
rome,rome:60:290-0-s103:p0,14,4,60,25,1308,120,12,300,7920,1980,1955,False,False
rome,rome:60:290-0-s103:p0,15,4,60,23,1308,120,12,276,7920,1980,1957,False,False
rome,rome:60:290-0-s103:p0,16,4,60,15,1308,120,12,180,7920,1980,1965,False,False
rome,rome:60:290-0-s103:p0,17,4,60,23,1308,120,12,276,7920,1980,1957,False,False
rome,rome:60:290-0-s103:p0,18,4,60,23,1308,120,12,276,7920,1980,1957,False,False
rome,rome:60:290-0-s103:p0,19,4,60,41,1308,120,12,492,7920,1980,1939,False,False
rome,rome:60:290-0-s103:p0,20,4,61,28,1308,120,12,336,8052,2013,1985,True,False
rome,rome:60:290-0-s103:p0,21,4,59,17,1308,120,12,204,7788,1947,1930,False,False
rome,rome:60:290-0-s103:p0,22,4,60,24,1308,120,12,288,7920,1980,1956,False,False
rome,rome:60:290-0-s103:p0,23,4,60,40,1308,120,12,480,7920,1980,1940,False,False
rome,rome:60:290-0-s103:p1,0,4,60,27,1308,120,12,324,7920,1980,1953,False,False
rome,rome:60:290-0-s103:p1,1,4,60,21,1308,120,12,252,7920,1980,1959,False,False
rome,rome:60:290-0-s103:p1,2,4,60,20,1308,120,12,240,7920,1980,1960,False,False
rome,rome:60:290-0-s103:p1,3,4,60,8,1308,120,12,96,7920,1980,1972,False,False
rome,rome:60:290-0-s103:p1,4,4,60,13,1308,120,12,156,7920,1980,1967,False,False
rome,rome:60:290-0-s103:p1,5,4,60,0,1308,120,12,0,7920,1980,1980,False,False
rome,rome:60:290-0-s103:p1,6,4,60,0,1308,120,12,0,7920,1980,1980,False,False
rome,rome:60:290-0-s103:p1,7,4,60,19,1308,120,12,228,7920,1980,1961,False,False
rome,rome:60:290-0-s103:p1,8,4,60,20,1308,120,12,240,7920,1980,1960,False,False
rome,rome:60:290-0-s103:p1,9,4,60,8,1308,120,12,96,7920,1980,1972,False,False
rome,rome:60:290-0-s103:p1,10,4,60,0,1308,120,12,0,7920,1980,1980,False,False
rome,rome:60:290-0-s103:p1,11,4,60,0,1308,120,12,0,7920,1980,1980,False,False
rome,rome:60:290-0-s103:p1,12,4,60,0,1308,120,12,0,7920,1980,1980,False,False
rome,rome:60:290-0-s103:p1,13,4,61,0,1308,120,12,0,8052,2013,2013,True,False
rome,rome:60:290-0-s103:p1,14,4,59,0,1308,120,12,0,7788,1947,1947,False,False
rome,rome:60:290-0-s103:p1,15,4,61,0,1308,120,12,0,8052,2013,2013,True,False
rome,rome:60:290-0-s103:p1,16,4,59,6,1308,120,12,72,7788,1947,1941,False,False
rome,rome:60:290-0-s103:p1,17,4,61,26,1308,120,12,312,8052,2013,1987,True,False
rome,rome:60:290-0-s103:p1,18,4,59,3,1308,120,12,36,7788,1947,1944,False,False
rome,rome:60:290-0-s103:p1,19,4,61,0,1308,120,12,0,8052,2013,2013,True,False
rome,rome:60:290-0-s103:p1,20,4,59,0,1308,120,12,0,7788,1947,1947,False,False
rome,rome:60:290-0-s103:p1,21,4,60,0,1308,120,12,0,7920,1980,1980,False,False
rome,rome:60:290-0-s103:p1,22,4,60,0,1308,120,12,0,7920,1980,1980,False,False
rome,rome:60:290-0-s103:p1,23,4,60,0,1308,120,12,0,7920,1980,1980,False,False
rome,rome:60:290-0-s119:p0,0,4,48,0,1308,120,12,0,6336,1584,1584,False,False
rome,rome:60:290-0-s119:p0,1,4,60,0,1308,120,12,0,7920,1980,1980,False,False
rome,rome:60:290-0-s119:p0,2,4,61,0,1308,120,12,0,8052,2013,2013,True,False
rome,rome:60:290-0-s119:p0,3,4,59,0,1308,120,12,0,7788,1947,1947,False,False
rome,rome:60:290-0-s119:p0,4,4,61,7,1308,120,12,84,8052,2013,2006,True,False
rome,rome:60:290-0-s119:p0,5,4,59,0,1308,120,12,0,7788,1947,1947,False,False
rome,rome:60:290-0-s119:p0,6,4,61,0,1308,120,12,0,8052,2013,2013,True,False
rome,rome:60:290-0-s119:p0,7,4,59,0,1308,120,12,0,7788,1947,1947,False,False
rome,rome:60:290-0-s119:p0,8,4,60,0,1308,120,12,0,7920,1980,1980,False,False
rome,rome:60:290-0-s119:p0,9,4,60,36,1308,120,12,432,7920,1980,1944,False,False
rome,rome:60:290-0-s119:p0,10,4,60,28,1308,120,12,336,7920,1980,1952,False,False
rome,rome:60:290-0-s119:p0,11,4,60,26,1308,120,12,312,7920,1980,1954,False,False
rome,rome:60:290-0-s119:p0,12,4,60,9,1308,120,12,108,7920,1980,1971,False,False
rome,rome:60:290-0-s119:p0,13,4,60,0,1308,120,12,0,7920,1980,1980,False,False
rome,rome:60:290-0-s119:p0,14,4,60,13,1308,120,12,156,7920,1980,1967,False,False
rome,rome:60:290-0-s119:p0,15,4,60,0,1308,120,12,0,7920,1980,1980,False,False
rome,rome:60:290-0-s119:p0,16,4,60,7,1308,120,12,84,7920,1980,1973,False,False
rome,rome:60:290-0-s119:p0,17,4,60,0,1308,120,12,0,7920,1980,1980,False,False
rome,rome:60:290-0-s119:p0,18,4,60,1,1308,120,12,12,7920,1980,1979,False,False
rome,rome:60:290-0-s119:p0,19,4,60,8,1308,120,12,96,7920,1980,1972,False,False
rome,rome:60:290-0-s119:p0,20,4,60,12,1308,120,12,144,7920,1980,1968,False,False
rome,rome:60:290-0-s119:p0,21,4,62,18,1308,120,12,216,8184,2046,2028,True,False
rome,rome:60:290-0-s119:p0,22,4,58,23,1308,120,12,276,7656,1914,1891,False,False
rome,rome:60:290-0-s119:p0,23,4,60,25,1308,120,12,300,7920,1980,1955,False,False
rome,rome:60:290-0-s34:p0,0,4,60,0,1308,120,12,0,7920,1980,1980,False,False
rome,rome:60:290-0-s34:p0,1,4,61,7,1308,120,12,84,8052,2013,2006,True,False
rome,rome:60:290-0-s34:p0,2,4,59,0,1308,120,12,0,7788,1947,1947,False,False
rome,rome:60:290-0-s34:p0,3,4,60,0,1308,120,12,0,7920,1980,1980,False,False
rome,rome:60:290-0-s34:p0,4,4,60,18,1308,120,12,216,7920,1980,1962,False,False
rome,rome:60:290-0-s34:p0,5,4,60,2,1308,120,12,24,7920,1980,1978,False,False
rome,rome:60:290-0-s34:p0,6,4,60,9,1308,120,12,108,7920,1980,1971,False,False
rome,rome:60:290-0-s34:p0,7,4,61,0,1308,120,12,0,8052,2013,2013,True,False
rome,rome:60:290-0-s34:p0,8,4,59,13,1308,120,12,156,7788,1947,1934,False,False
rome,rome:60:290-0-s34:p0,9,4,61,28,1308,120,12,336,8052,2013,1985,True,False
rome,rome:60:290-0-s34:p0,10,4,59,0,1308,120,12,0,7788,1947,1947,False,False
rome,rome:60:290-0-s34:p0,11,4,60,4,1308,120,12,48,7920,1980,1976,False,False
rome,rome:60:290-0-s34:p0,12,4,60,17,1308,120,12,204,7920,1980,1963,False,False
rome,rome:60:290-0-s34:p0,13,4,60,7,1308,120,12,84,7920,1980,1973,False,False
rome,rome:60:290-0-s34:p0,14,4,60,7,1308,120,12,84,7920,1980,1973,False,False
rome,rome:60:290-0-s34:p0,15,4,60,19,1308,120,12,228,7920,1980,1961,False,False
rome,rome:60:290-0-s34:p0,16,4,60,24,1308,120,12,288,7920,1980,1956,False,False
rome,rome:60:290-0-s34:p0,17,4,60,13,1308,120,12,156,7920,1980,1967,False,False
rome,rome:60:290-0-s34:p0,18,4,61,17,1308,120,12,204,8052,2013,1996,True,False
rome,rome:60:290-0-s34:p0,19,4,59,12,1308,120,12,144,7788,1947,1935,False,False
rome,rome:60:290-0-s34:p0,20,4,59,24,1308,120,12,288,7788,1947,1923,False,False
rome,rome:60:290-0-s34:p0,21,4,61,10,1308,120,12,120,8052,2013,2003,True,False
rome,rome:60:290-0-s34:p0,22,4,59,0,1308,120,12,0,7788,1947,1947,False,False
rome,rome:60:290-0-s34:p0,23,4,61,14,1308,120,12,168,8052,2013,1999,True,False
rome,rome:60:290-0-s36:p0,0,4,59,0,1308,120,12,0,7788,1947,1947,False,False
rome,rome:60:290-0-s36:p0,1,4,61,0,1308,120,12,0,8052,2013,2013,True,False
rome,rome:60:290-0-s36:p0,2,4,60,0,1308,120,12,0,7920,1980,1980,False,False
rome,rome:60:290-0-s36:p0,3,4,49,0,1308,120,12,0,6468,1617,1617,False,False
rome,rome:60:290-0-s36:p0,4,4,71,12,1308,120,12,144,9372,2343,2331,True,False
rome,rome:60:290-0-s36:p0,5,4,59,21,1308,120,12,252,7788,1947,1926,False,False
rome,rome:60:290-0-s36:p0,6,4,61,22,1308,120,12,264,8052,2013,1991,True,False
rome,rome:60:290-0-s36:p0,7,4,59,21,1308,120,12,252,7788,1947,1926,False,False
rome,rome:60:290-0-s36:p0,8,4,60,11,1308,120,12,132,7920,1980,1969,False,False
rome,rome:60:290-0-s36:p0,9,4,60,9,1308,120,12,108,7920,1980,1971,False,False
rome,rome:60:290-0-s36:p0,10,4,61,16,1308,120,12,192,8052,2013,1997,True,False
rome,rome:60:290-0-s36:p0,11,4,59,23,1308,120,12,276,7788,1947,1924,False,False
rome,rome:60:290-0-s36:p0,12,4,61,14,1308,120,12,168,8052,2013,1999,True,False
rome,rome:60:290-0-s36:p0,13,4,60,27,1308,120,12,324,7920,1980,1953,False,False
rome,rome:60:290-0-s36:p0,14,4,60,17,1308,120,12,204,7920,1980,1963,False,False
rome,rome:60:290-0-s36:p0,15,4,61,7,1308,120,12,84,8052,2013,2006,True,False
rome,rome:60:290-0-s36:p0,16,4,58,19,1308,120,12,228,7656,1914,1895,False,False
rome,rome:60:290-0-s36:p0,17,4,61,12,1308,120,12,144,8052,2013,2001,True,False
rome,rome:60:290-0-s36:p0,18,4,60,16,1308,120,12,192,7920,1980,1964,False,False
rome,rome:60:290-0-s36:p0,19,4,60,0,1308,120,12,0,7920,1980,1980,False,False
rome,rome:60:290-0-s36:p0,20,4,60,0,1308,120,12,0,7920,1980,1980,False,False
rome,rome:60:290-0-s36:p0,21,4,60,1,1308,120,12,12,7920,1980,1979,False,False
rome,rome:60:290-0-s36:p0,22,4,60,0,1308,120,12,0,7920,1980,1980,False,False
rome,rome:60:290-0-s36:p0,23,4,60,5,1308,120,12,60,7920,1980,1975,False,False
rome,rome:60:290-0-s36:p1,0,4,60,0,1308,120,12,0,7920,1980,1980,False,False
rome,rome:60:290-0-s36:p1,1,4,60,15,1308,120,12,180,7920,1980,1965,False,False
rome,rome:60:290-0-s36:p1,2,4,60,25,1308,120,12,300,7920,1980,1955,False,False
rome,rome:60:290-0-s36:p1,3,4,60,19,1308,120,12,228,7920,1980,1961,False,False
rome,rome:60:290-0-s36:p1,4,4,60,0,1308,120,12,0,7920,1980,1980,False,False
rome,rome:60:290-0-s36:p1,5,4,60,20,1308,120,12,240,7920,1980,1960,False,False
rome,rome:60:290-0-s36:p1,6,4,60,17,1308,120,12,204,7920,1980,1963,False,False
rome,rome:60:290-0-s36:p1,7,4,60,6,1308,120,12,72,7920,1980,1974,False,False
rome,rome:60:290-0-s36:p1,8,4,61,9,1308,120,12,108,8052,2013,2004,True,False
rome,rome:60:290-0-s36:p1,9,4,59,11,1308,120,12,132,7788,1947,1936,False,False
rome,rome:60:290-0-s36:p1,10,4,60,12,1308,120,12,144,7920,1980,1968,False,False
rome,rome:60:290-0-s36:p1,11,4,60,40,1308,120,12,480,7920,1980,1940,False,False
rome,rome:60:290-0-s36:p1,12,4,60,17,1308,120,12,204,7920,1980,1963,False,False
rome,rome:60:290-0-s36:p1,13,4,59,23,1308,120,12,276,7788,1947,1924,False,False
rome,rome:60:290-0-s36:p1,14,4,62,23,1308,120,12,276,8184,2046,2023,True,False
rome,rome:60:290-0-s36:p1,15,4,59,13,1308,120,12,156,7788,1947,1934,False,False
rome,rome:60:290-0-s36:p1,16,4,60,14,1308,120,12,168,7920,1980,1966,False,False
rome,rome:60:290-0-s36:p1,17,4,60,14,1308,120,12,168,7920,1980,1966,False,False
rome,rome:60:290-0-s36:p1,18,4,60,16,1308,120,12,192,7920,1980,1964,False,False
rome,rome:60:290-0-s36:p1,19,4,60,18,1308,120,12,216,7920,1980,1962,False,False
rome,rome:60:290-0-s36:p1,20,4,60,21,1308,120,12,252,7920,1980,1959,False,False
rome,rome:60:290-0-s36:p1,21,4,60,32,1308,120,12,384,7920,1980,1948,False,False
rome,rome:60:290-0-s36:p1,22,4,60,18,1308,120,12,216,7920,1980,1962,False,False
rome,rome:60:290-0-s36:p1,23,4,60,15,1308,120,12,180,7920,1980,1965,False,False
rome,rome:60:290-0-s36:p2,0,4,60,17,1308,120,12,204,7920,1980,1963,False,False
rome,rome:60:290-0-s36:p2,1,4,60,38,1308,120,12,456,7920,1980,1942,False,False
rome,rome:60:290-0-s36:p2,2,4,60,19,1308,120,12,228,7920,1980,1961,False,False
rome,rome:60:290-0-s36:p2,3,4,63,31,1308,120,12,372,8316,2079,2048,True,False
rome,rome:60:290-0-s36:p2,4,4,57,13,1308,120,12,156,7524,1881,1868,False,False
rome,rome:60:290-0-s36:p2,5,4,59,23,1308,120,12,276,7788,1947,1924,False,False
rome,rome:60:290-0-s36:p2,6,4,61,11,1308,120,12,132,8052,2013,2002,True,False
rome,rome:60:290-0-s36:p2,7,4,59,20,1308,120,12,240,7788,1947,1927,False,False
rome,rome:60:290-0-s36:p2,8,4,61,34,1308,120,12,408,8052,2013,1979,True,False
rome,rome:60:290-0-s36:p2,9,4,59,29,1308,120,12,348,7788,1947,1918,False,False
rome,rome:60:290-0-s36:p2,10,4,61,13,1308,120,12,156,8052,2013,2000,True,False
rome,rome:60:290-0-s36:p2,11,4,59,28,1308,120,12,336,7788,1947,1919,False,False
rome,rome:60:290-0-s36:p2,12,4,61,27,1308,120,12,324,8052,2013,1986,True,False
rome,rome:60:290-0-s36:p2,13,4,60,39,1308,120,12,468,7920,1980,1941,False,False
rome,rome:60:290-0-s36:p2,14,4,60,17,1308,120,12,204,7920,1980,1963,False,False
rome,rome:60:290-0-s36:p2,15,4,60,15,1308,120,12,180,7920,1980,1965,False,False
rome,rome:60:290-0-s36:p2,16,4,60,34,1308,120,12,408,7920,1980,1946,False,False
rome,rome:60:290-0-s36:p2,17,4,60,35,1308,120,12,420,7920,1980,1945,False,False
rome,rome:60:290-0-s36:p2,18,4,61,12,1308,120,12,144,8052,2013,2001,True,False
rome,rome:60:290-0-s36:p2,19,4,59,0,1308,120,12,0,7788,1947,1947,False,False
rome,rome:60:290-0-s36:p2,20,4,59,0,1308,120,12,0,7788,1947,1947,False,False
rome,rome:60:290-0-s36:p2,21,4,61,0,1308,120,12,0,8052,2013,2013,True,False
rome,rome:60:290-0-s36:p2,22,4,59,12,1308,120,12,144,7788,1947,1935,False,False
rome,rome:60:290-0-s36:p2,23,4,60,9,1308,120,12,108,7920,1980,1971,False,False
rome,rome:60:293-0-s42:p0,0,4,60,216,200,120,12,2592,7920,1980,1764,False,False
rome,rome:60:293-0-s42:p0,1,4,60,0,202,120,12,0,7920,1980,1980,False,False
rome,rome:60:293-0-s42:p0,2,4,60,0,202,120,12,0,7920,1980,1980,False,False
